90;0;100;100;80;100;100;95;0;100;90;30
85;35;85;5;100;100;25;30;55;85;100;75
80;30;50;70;40;100;15;60;100;0;65;90
60;35;75;25;45;35;20;50;80;40;80;40
70;30;75;60;40;70;25;25;50;25;65;35
35;35;40;45;40;35;45;35;40;40;70;10
85;10;60;75;20;65;5;30;95;15;65;35
55;45;35;45;15;55;0;40;95;55;65;65
75;5;65;60;70;80;40;75;65;0;70;20
55;60;20;60;40;65;65;30;90;55;20;15
